../../../Assets/bunny.obj
0,-1.16714,-0.997845,-0.741785,0.308731,0.462914,0.764142
0,-0.205273,-0.996946,-0.769348,1.19903,0.54256,0.74859
0,-1.23644,-0.448651,-1.11231,0.292998,1.42703,0.690998
1,-0.243879,-0.680666,0.41196,0.215698,0.057113,0.742384
1,-0.274667,-0.510643,-0.73959,0.29006,0.204412,-0.479483
1,-1.13002,-0.414934,-0.458532,-0.762525,0.18769,-0.050272
1,-0.665777,-0.997143,0.187252,-0.219327,-0.433468,0.515149
1,-0.975119,-0.856671,-0.280492,-0.572342,-0.386012,0.120358
1,-0.844742,0.145121,0.355992,0.306717,0.453775,0.56155
1,-1.12425,0.175142,-0.438572,-0.265304,0.462914,-0.1542
1,-0.89614,-0.997845,-0.200153,-0.368471,-0.737289,0.303063
1,-0.281641,0.149535,-0.507369,0.29006,0.443515,-0.133041
1,-0.855395,-0.57073,-0.507764,-0.357929,-0.084481,-0.270975
1,-0.817983,-0.98713,0.061407,-0.572342,-0.525896,0.537184
1,-0.523685,-0.181658,0.510521,0.296126,0.126821,0.717772
1,-1.0734,-0.533389,0.206306,-0.567317,-0.173795,0.480219
1,-1.16611,0.152762,0.223722,-0.814033,0.455524,0.679534
1,-0.756525,-0.989924,0.503315,0.287258,-0.738257,0.68311
1,-1.11547,-0.582361,-0.089728,-0.758805,-0.239329,0.266898
1,-0.41198,-0.707005,-0.740051,-0.104123,-0.366497,-0.347301
1,-0.079161,-0.969177,0.575078,0.295974,-0.317615,0.733997
1,-0.849843,-0.991014,-0.366282,-0.563676,-0.619698,-0.003608
1,-0.385245,-0.995184,-0.099477,0.306293,-0.91346,0.569356
1,-0.62565,-0.173168,-0.555243,-0.251495,0.342161,-0.379065
1,-0.715014,-0.85873,0.41196,-0.236906,-0.339231,0.54734
1,-0.320197,-0.990926,-0.654805,0.052676,-0.602919,-0.425524
1,-0.415959,-0.993379,-0.442208,0.305944,-0.909522,0.075002
1,-0.88316,-0.645372,0.439028,-0.218391,-0.174293,0.536201
1,-0.596762,-0.993379,-0.407813,-0.347775,-0.709551,-0.000785
1,-1.12599,-0.243988,0.212639,-0.888908,0.188902,0.4771
1,-0.577314,-0.988394,-0.550937,-0.138801,-0.698238,-0.345435
1,-0.274156,-0.119948,-0.66333,0.28835,0.161023,-0.501641
1,-0.374103,-0.491038,-0.741785,-0.161369,-0.11496,-0.438487
1,-0.096913,-0.990926,-0.640414,0.306453,-0.76496,-0.375126
1,-1.16714,-0.296642,-0.09995,-1.0734,0.277692,0.265678
1,-0.470116,-0.18752,0.484311,-0.137454,0.10954,0.551618
1,-0.108897,-0.509185,0.708562,0.308731,-0.196936,0.764142
1,-1.16714,-0.256032,-0.09995,-1.10684,0.091319,0.275703
1,-0.483006,-0.987733,-0.657808,-0.2469,-0.768814,-0.494999
1,-0.305169,-0.98821,0.593851,0.085897,-0.779181,0.683804
1,-0.857899,-0.351169,0.499486,-0.334384,-0.069742,0.557093
1,-0.677356,-0.800424,-0.053255,-0.55247,-0.550491,0.290482
1,-0.159306,0.074607,0.439052,0.24917,0.340335,0.539797
1,-0.589948,-0.75689,-0.393499,-0.254365,-0.49568,-0.283943
1,-0.302811,-0.794298,0.41196,0.045701,-0.631382,0.632971
1,-0.908832,-0.989609,-0.297759,-0.70694,-0.799437,0.095117
1,-0.779167,-0.735453,-0.322293,-0.576907,-0.468127,-0.003608
1,-0.756525,-0.985992,0.352233,-0.332743,-0.787223,0.567827
1,-0.108842,-0.810066,-0.740051,0.2966,-0.458306,-0.608671
1,-0.853841,-0.1535,-0.506569,-0.554952,0.308528,-0.367656
2,-0.243879,-0.674472,0.41196,-0.201359,-0.570088,0.425759
2,-0.243879,-0.674472,0.41196,-0.201359,-0.547698,0.434151
2,-0.236906,-0.570088,0.425759,-0.201359,-0.436616,0.45767
2,-0.241804,-0.27467,0.498436,-0.190373,-0.18752,0.591441
2,-0.227852,-0.27467,0.530385,-0.187317,-0.18752,0.608943
2,-0.219327,-0.570088,0.425759,-0.185137,-0.436616,0.461853
2,-0.219327,-0.477127,0.45767,-0.185137,-0.348445,0.487643
2,-0.218391,-0.477127,0.461853,-0.185137,-0.348445,0.510142
2,-0.190373,-0.379104,0.510142,-0.170872,-0.27467,0.601287
2,-0.203466,-0.67281,0.413445,-0.168552,-0.570088,0.451716
2,-0.190373,-0.27467,0.591441,-0.149699,-0.209597,0.682131
2,-0.189695,-0.396683,0.510142,-0.139024,-0.311873,0.601287
2,-0.189695,-0.477127,0.461853,-0.13816,-0.379104,0.548894
2,-0.189695,-0.464918,0.510142,-0.13816,-0.379104,0.589383
2,-0.185137,-0.547818,0.461853,-0.13816,-0.464918,0.548894
2,-0.190373,-0.295099,0.591441,-0.133914,-0.247914,0.683226
