../../../Assets/head.obj
0.5,0.141662,-0.575499,-0.836898,1,0,0,0
0.5,0.893786,0.010988,1.13529,0,0,0,0
0.5,0.544079,-0.864227,-0.416118,1,0,0,0
0.5,-0.075724,0.721942,-0.303784,1,0,0,0
0.5,-0.594261,-0.978405,-0.233737,1,0,0,0
0.5,-0.0282329,0.79125,-1.12445,0,0,0,0
0.5,0.881925,-0.0372932,-0.126033,1,0,0,0
0.5,0.221264,0.821751,-0.131902,1,0,0,0
0.5,0.24287,-0.230505,-0.262,1,0,0,0
0.5,0.698396,0.283511,0.880793,1,0,0,0
0.5,-0.323039,0.539459,0.585699,1,0,0,0
0.5,0.0821144,-0.875796,0.184672,1,0,0,0
0.5,0.278472,-0.441713,-0.287374,1,0,0,0
0.5,0.680864,-0.338112,-0.315275,1,0,0,0
0.5,-0.191647,1.28248,-0.334291,1,0,0,0
0.5,0.089526,-0.479341,-0.0841296,1,0,0,0
0.5,0.174806,0.0164955,1.23773,1,0,0,0
0.5,0.139776,-0.112577,0.00957006,1,0,0,0
0.5,0.312694,1.06335,-0.157247,1,0,0,0
0.5,-1.10101,0.749823,0.480358,0,0,0,0
0.5,-1.086,-0.901346,-0.184,1,0,0,0
0.5,0.967815,0.014313,-0.741132,1,0,0,0
0.5,-0.82974,-0.022674,-0.681741,1,0,0,0
0.5,0.455906,1.36483,-0.0290955,1,0,0,0
0.5,0.158644,-0.194263,0.772511,1,0,0,0
0.5,-0.285056,-0.532468,-1.34054,0,0,0,0
0.5,-0.364499,-0.0200194,-1.11046,1,0,0,0
0.5,0.370307,-0.636585,0.65541,1,0,0,0
0.5,-0.342868,-0.562476,0.935622,1,0,0,0
0.5,0.507855,0.947307,-0.468211,1,0,0,0
0.5,-0.589158,-0.124509,-0.361744,1,0,0,0
0.5,0.76737,-0.0341469,1.23169,0,0,0,0
0.5,0.131416,1.25135,-0.417418,1,0,0,0
0.5,-0.0700858,0.839068,-0.334154,1,0,0,0
0.5,-0.17633,1.15799,-0.916514,1,0,0,0
0.5,0.433652,-1.23053,-0.0809548,1,0,0,0
0.5,0.679963,0.253147,0.399191,1,0,0,0
0.5,0.621965,0.54122,-0.436086,1,0,0,0
0.5,0.46734,-0.525109,0.993643,1,0,0,0
0.5,-1.16042,0.845727,-0.23943,0,0,0,0
0.5,-0.820346,0.317785,-0.858682,1,0,0,0
0.5,-0.260128,-0.295286,-0.930284,1,0,0,0
0.5,0.409406,-0.602845,-0.989543,1,0,0,0
0.5,-1.1128,-0.516607,0.800562,1,0,0,0
0.5,-0.807707,1.04133,-0.624118,1,0,0,0
0.5,-0.345734,-1.2039,-0.64024,1,0,0,0
0.5,0.569404,-0.228065,0.0415776,1,0,0,0
0.5,-0.70657,-0.295441,-0.738171,1,0,0,0
0.5,0.332749,-0.0824243,1.30275,0,0,0,0
0.5,-0.764942,0.0435587,-0.0347943,1,0,0,0
0.5,0.288174,0.00708713,-0.500984,1,0,0,0
0.5,-0.545304,-0.532401,0.740713,1,0,0,0
0.5,-0.0818036,0.429543,-1.07335,1,0,0,0
0.5,0.0177582,-0.767041,-0.189201,1,0,0,0
0.5,-0.309055,-0.932747,0.351615,1,0,0,0
0.5,0.0450712,-0.957544,0.351837,1,0,0,0
0.5,0.948351,-0.422027,0.973895,0,0,0,0
0.5,-0.0216312,-0.983647,-0.619835,1,0,0,0
0.5,-0.322593,1.13415,0.348817,1,0,0,0
0.5,-1.10633,0.295107,0.191895,0,0,0,0
0.5,-0.56853,0.163141,0.200332,1,0,0,0
0.5,-0.561969,-0.943572,0.968577,0,0,0,0
0.5,0.717893,0.522639,1.14518,1,0,0,0
0.5,-0.492606,-0.00639171,0.089289,1,0,0,0
0.5,-0.980511,-0.798974,-0.74153,1,0,0,0
0.5,1.13272,0.680679,0.287943,0,0,0,0
0.5,-0.0660128,-0.795703,0.621479,1,0,0,0
0.5,0.818703,1.19831,0.0962926,1,0,0,0
0.5,-0.51979,-0.519902,1.04427,1,0,0,0
0.5,-1.35305,0.260295,0.477632,0,0,0,0
0.5,-0.035448,-0.0247435,0.809897,1,0,0,0
0.5,0.829361,-0.315817,-0.21262,1,0,0,0
0.5,0.0867619,0.40009,-1.28346,0,0,0,0
0.5,0.39336,-0.524016,-0.611497,1,0,0,0
0.5,0.745827,-0.502983,-0.763276,1,0,0,0
0.5,-1.26347,0.543814,0.548899,0,0,0,0
